kind,n,seed,repeat,algo,ms,batch,compares,moves,buffer_bytes,stable_observed,record_bytes
few_unique,512,20260923,2,heap,0.007465909,264,7119,11262,16,0,16
few_unique,512,20260923,2,insertion,0.038073529,136,57470,57406,16,1,16
few_unique,512,20260923,3,heap,0.007886364,264,7119,11262,16,0,16
few_unique,512,20260923,3,insertion,0.036705882,136,57470,57406,16,1,16
few_unique,512,20260923,3,merge,0.008460894,358,3824,9216,8192,1,16
few_unique,512,20260923,4,insertion,0.037654412,136,57470,57406,16,1,16
few_unique,512,20260923,4,merge,0.008474860,358,3824,9216,8192,1,16
few_unique,512,20260923,4,heap,0.007594697,264,7119,11262,16,0,16
few_unique,512,20260924,0,insertion,0.035856115,139,56116,56049,16,1,16
few_unique,512,20260924,0,merge,0.009720670,358,3819,9216,8192,1,16
few_unique,512,20260924,0,heap,0.007358242,455,7004,11043,16,0,16
few_unique,512,20260924,1,merge,0.008930168,358,3819,9216,8192,1,16
few_unique,512,20260924,1,heap,0.007479121,455,7004,11043,16,0,16
few_unique,512,20260924,1,insertion,0.037359712,139,56116,56049,16,1,16
few_unique,512,20260924,2,heap,0.007342857,455,7004,11043,16,0,16
few_unique,512,20260924,2,insertion,0.035705036,139,56116,56049,16,1,16
few_unique,512,20260924,2,merge,0.008310056,358,3819,9216,8192,1,16
few_unique,512,20260924,3,insertion,0.036928058,139,56116,56049,16,1,16
few_unique,512,20260924,3,merge,0.008340782,358,3819,9216,8192,1,16
few_unique,512,20260924,3,heap,0.007529670,455,7004,11043,16,0,16
few_unique,512,20260924,4,merge,0.008125698,358,3819,9216,8192,1,16
few_unique,512,20260924,4,heap,0.007395604,455,7004,11043,16,0,16
few_unique,512,20260924,4,insertion,0.036956835,139,56116,56049,16,1,16
nearly_sorted,512,20260922,0,merge,0.005948252,715,2307,9216,8192,1,16
nearly_sorted,512,20260922,0,heap,0.008690000,500,7957,13371,16,1,16
nearly_sorted,512,20260922,0,insertion,0.000373047,4096,521,15,16,1,16
nearly_sorted,512,20260922,1,heap,0.009094000,500,7957,13371,16,1,16
nearly_sorted,512,20260922,1,insertion,0.000370850,4096,521,15,16,1,16
nearly_sorted,512,20260922,1,merge,0.005998601,715,2307,9216,8192,1,16
nearly_sorted,512,20260922,2,insertion,0.000376953,4096,521,15,16,1,16
nearly_sorted,512,20260922,2,merge,0.005938462,715,2307,9216,8192,1,16
nearly_sorted,512,20260922,2,heap,0.008614000,500,7957,13371,16,1,16
nearly_sorted,512,20260922,3,merge,0.005848951,715,2307,9216,8192,1,16
nearly_sorted,512,20260922,3,heap,0.008838000,500,7957,13371,16,1,16
nearly_sorted,512,20260922,3,insertion,0.000368652,4096,521,15,16,1,16
nearly_sorted,512,20260922,4,heap,0.009046000,500,7957,13371,16,1,16
nearly_sorted,512,20260922,4,insertion,0.000360596,4096,521,15,16,1,16
nearly_sorted,512,20260922,4,merge,0.005907692,715,2307,9216,8192,1,16
nearly_sorted,512,20260923,0,heap,0.008826374,455,7957,13401,16,1,16
nearly_sorted,512,20260923,0,insertion,0.000349609,4096,521,15,16,1,16
nearly_sorted,512,20260923,0,merge,0.006250350,715,2305,9216,8192,1,16
nearly_sorted,512,20260923,1,insertion,0.000341797,4096,521,15,16,1,16
nearly_sorted,512,20260923,1,merge,0.005942657,715,2305,9216,8192,1,16
nearly_sorted,512,20260923,1,heap,0.009270330,455,7957,13401,16,1,16
nearly_sorted,512,20260923,2,merge,0.006169231,715,2305,9216,8192,1,16
nearly_sorted,512,20260923,2,heap,0.009043956,455,7957,13401,16,1,16
nearly_sorted,512,20260923,2,insertion,0.000364502,4096,521,15,16,1,16
nearly_sorted,512,20260923,3,heap,0.009010989,455,7957,13401,16,1,16
nearly_sorted,512,20260923,3,insertion,0.000350342,4096,521,15,16,1,16
nearly_sorted,512,20260923,3,merge,0.006267133,715,2305,9216,8192,1,16
nearly_sorted,512,20260923,4,insertion,0.000343994,4096,521,15,16,1,16
nearly_sorted,512,20260923,4,merge,0.006404196,715,2305,9216,8192,1,16
nearly_sorted,512,20260923,4,heap,0.008848352,455,7957,13401,16,1,16
nearly_sorted,512,20260924,0,insertion,0.000352539,4096,521,15,16,1,16
nearly_sorted,512,20260924,0,merge,0.005956643,715,2307,9216,8192,1,16
nearly_sorted,512,20260924,0,heap,0.008864000,500,7963,13389,16,1,16
nearly_sorted,512,20260924,1,merge,0.006213986,715,2307,9216,8192,1,16
nearly_sorted,512,20260924,1,heap,0.008654000,500,7963,13389,16,1,16
nearly_sorted,512,20260924,1,insertion,0.000355469,4096,521,15,16,1,16
nearly_sorted,512,20260924,2,heap,0.008718000,500,7963,13389,16,1,16
nearly_sorted,512,20260924,2,insertion,0.000371826,4096,521,15,16,1,16
nearly_sorted,512,20260924,2,merge,0.005920280,715,2307,9216,8192,1,16
nearly_sorted,512,20260924,3,insertion,0.000365234,4096,521,15,16,1,16
nearly_sorted,512,20260924,3,merge,0.006037762,715,2307,9216,8192,1,16
nearly_sorted,512,20260924,3,heap,0.008754000,500,7963,13389,16,1,16
nearly_sorted,512,20260924,4,merge,0.006097902,715,2307,9216,8192,1,16
nearly_sorted,512,20260924,4,heap,0.009120000,500,7963,13389,16,1,16
nearly_sorted,512,20260924,4,insertion,0.000370605,4096,521,15,16,1,16
random,1024,20260922,0,merge,0.034525000,120,8941,20480,16384,1,16
random,1024,20260922,0,heap,0.022363636,209,17388,28248,16,1,16
random,1024,20260922,0,insertion,0.159937500,32,261416,261416,16,1,16
random,1024,20260922,1,heap,0.021033493,209,17388,28248,16,1,16
random,1024,20260922,1,insertion,0.163218750,32,261416,261416,16,1,16
random,1024,20260922,1,merge,0.032450000,120,8941,20480,16384,1,16
random,1024,20260922,2,insertion,0.161687500,32,261416,261416,16,1,16
random,1024,20260922,2,merge,0.032283333,120,8941,20480,16384,1,16
random,1024,20260922,2,heap,0.022296651,209,17388,28248,16,1,16
random,1024,20260922,3,merge,0.031658333,120,8941,20480,16384,1,16
random,1024,20260922,3,heap,0.021674641,209,17388,28248,16,1,16
random,1024,20260922,3,insertion,0.159656250,32,261416,261416,16,1,16
random,1024,20260922,4,heap,0.022071770,209,17388,28248,16,1,16
random,1024,20260922,4,insertion,0.160062500,32,261416,261416,16,1,16
random,1024,20260922,4,merge,0.033550000,120,8941,20480,16384,1,16
random,1024,20260923,0,heap,0.022072539,193,17334,28017,16,1,16
random,1024,20260923,0,insertion,0.157727273,33,260811,260809,16,1,16
random,1024,20260923,0,merge,0.032680328,122,8981,20480,16384,1,16
random,1024,20260923,1,insertion,0.158484848,33,260811,260809,16,1,16
random,1024,20260923,1,merge,0.032409836,122,8981,20480,16384,1,16
random,1024,20260923,1,heap,0.021461140,193,17334,28017,16,1,16
random,1024,20260923,2,merge,0.031475410,122,8981,20480,16384,1,16
random,1024,20260923,2,heap,0.022715026,193,17334,28017,16,1,16
random,1024,20260923,2,insertion,0.164272727,33,260811,260809,16,1,16
random,1024,20260923,3,heap,0.021020725,193,17334,28017,16,1,16
random,1024,20260923,3,insertion,0.159212121,33,260811,260809,16,1,16
random,1024,20260923,3,merge,0.034139344,122,8981,20480,16384,1,16
random,1024,20260923,4,insertion,0.159333333,33,260811,260809,16,1,16
random,1024,20260923,4,merge,0.031688525,122,8981,20480,16384,1,16
random,1024,20260923,4,heap,0.020927461,193,17334,28017,16,1,16
random,1024,20260924,0,insertion,0.167366667,30,270608,270608,16,1,16
random,1024,20260924,0,merge,0.032421053,57,8974,20480,16384,1,16
random,1024,20260924,0,heap,0.021271676,173,17260,27789,16,0,16
random,1024,20260924,1,merge,0.032192982,57,8974,20480,16384,1,16
random,1024,20260924,1,heap,0.022913295,173,17260,27789,16,0,16
random,1024,20260924,1,insertion,0.164600000,30,270608,270608,16,1,16
random,1024,20260924,2,heap,0.021317919,173,17260,27789,16,0,16
random,1024,20260924,2,insertion,0.164133333,30,270608,270608,16,1,16
random,1024,20260924,2,merge,0.033561404,57,8974,20480,16384,1,16
random,1024,20260924,3,insertion,0.166066667,30,270608,270608,16,1,16
random,1024,20260924,3,merge,0.030842105,57,8974,20480,16384,1,16
random,1024,20260924,3,heap,0.021080925,173,17260,27789,16,0,16
random,1024,20260924,4,merge,0.030947368,57,8974,20480,16384,1,16
random,1024,20260924,4,heap,0.021497110,173,17260,27789,16,0,16
random,1024,20260924,4,insertion,0.167866667,30,270608,270608,16,1,16
sorted,1024,20260922,0,merge,0.012542857,385,5120,20480,16384,1,16
sorted,1024,20260922,0,heap,0.019540000,250,18060,29904,16,1,16
sorted,1024,20260922,0,insertion,0.001705811,4096,1023,0,16,1,16
sorted,1024,20260922,1,heap,0.019976000,250,18060,29904,16,1,16
sorted,1024,20260922,1,insertion,0.000651611,4096,1023,0,16,1,16
sorted,1024,20260922,1,merge,0.013296104,385,5120,20480,16384,1,16
sorted,1024,20260922,2,insertion,0.000608643,4096,1023,0,16,1,16
sorted,1024,20260922,2,merge,0.012719481,385,5120,20480,16384,1,16
sorted,1024,20260922,2,heap,0.019968000,250,18060,29904,16,1,16
sorted,1024,20260922,3,merge,0.012496104,385,5120,20480,16384,1,16
sorted,1024,20260922,3,heap,0.019624000,250,18060,29904,16,1,16
sorted,1024,20260922,3,insertion,0.000685059,4096,1023,0,16,1,16
sorted,1024,20260922,4,heap,0.019240000,250,18060,29904,16,1,16
sorted,1024,20260922,4,insertion,0.000613281,4096,1023,0,16,1,16
sorted,1024,20260922,4,merge,0.012597403,385,5120,20480,16384,1,16
sorted,1024,20260923,0,heap,0.019266187,278,18060,29904,16,1,16
sorted,1024,20260923,0,insertion,0.000670654,4096,1023,0,16,1,16
sorted,1024,20260923,0,merge,0.012597765,358,5120,20480,16384,1,16
sorted,1024,20260923,1,insertion,0.000630371,4096,1023,0,16,1,16
sorted,1024,20260923,1,merge,0.012955307,358,5120,20480,16384,1,16
sorted,1024,20260923,1,heap,0.019428058,278,18060,29904,16,1,16
sorted,1024,20260923,2,merge,0.013243017,358,5120,20480,16384,1,16
sorted,1024,20260923,2,heap,0.019007194,278,18060,29904,16,1,16
sorted,1024,20260923,2,insertion,0.000618164,4096,1023,0,16,1,16
sorted,1024,20260923,3,heap,0.020190647,278,18060,29904,16,1,16
sorted,1024,20260923,3,insertion,0.000601562,4096,1023,0,16,1,16
sorted,1024,20260923,3,merge,0.013142458,358,5120,20480,16384,1,16
sorted,1024,20260923,4,insertion,0.000631348,4096,1023,0,16,1,16
sorted,1024,20260923,4,merge,0.013053073,358,5120,20480,16384,1,16
sorted,1024,20260923,4,heap,0.019607914,278,18060,29904,16,1,16
sorted,1024,20260924,0,insertion,0.000614014,4096,1023,0,16,1,16
sorted,1024,20260924,0,merge,0.012577938,417,5120,20480,16384,1,16
sorted,1024,20260924,0,heap,0.018693182,264,18060,29904,16,1,16
sorted,1024,20260924,1,merge,0.013477218,417,5120,20480,16384,1,16
sorted,1024,20260924,1,heap,0.019674242,264,18060,29904,16,1,16
sorted,1024,20260924,1,insertion,0.000601807,4096,1023,0,16,1,16
sorted,1024,20260924,2,heap,0.019386364,264,18060,29904,16,1,16
sorted,1024,20260924,2,insertion,0.000614258,4096,1023,0,16,1,16
sorted,1024,20260924,2,merge,0.013455635,417,5120,20480,16384,1,16
sorted,1024,20260924,3,insertion,0.000613770,4096,1023,0,16,1,16
sorted,1024,20260924,3,merge,0.013381295,417,5120,20480,16384,1,16
sorted,1024,20260924,3,heap,0.019045455,264,18060,29904,16,1,16
sorted,1024,20260924,4,merge,0.012661871,417,5120,20480,16384,1,16
sorted,1024,20260924,4,heap,0.020537879,264,18060,29904,16,1,16
sorted,1024,20260924,4,insertion,0.000612793,4096,1023,0,16,1,16
reversed,1024,20260922,0,merge,0.012353293,334,5120,20480,16384,1,16
reversed,1024,20260922,0,heap,0.018893939,264,16407,25626,16,1,16
reversed,1024,20260922,0,insertion,0.325866667,15,524799,525822,16,1,16
reversed,1024,20260922,1,heap,0.017530303,264,16407,25626,16,1,16
reversed,1024,20260922,1,insertion,0.329933333,15,524799,525822,16,1,16
reversed,1024,20260922,1,merge,0.012482036,334,5120,20480,16384,1,16
reversed,1024,20260922,2,insertion,0.316333333,15,524799,525822,16,1,16
reversed,1024,20260922,2,merge,0.012338323,334,5120,20480,16384,1,16
reversed,1024,20260922,2,heap,0.017965909,264,16407,25626,16,1,16
reversed,1024,20260922,3,merge,0.012491018,334,5120,20480,16384,1,16
reversed,1024,20260922,3,heap,0.017272727,264,16407,25626,16,1,16
reversed,1024,20260922,3,insertion,0.332866667,15,524799,525822,16,1,16
reversed,1024,20260922,4,heap,0.017189394,264,16407,25626,16,1,16
reversed,1024,20260922,4,insertion,0.317800000,15,524799,525822,16,1,16
reversed,1024,20260922,4,merge,0.012200599,334,5120,20480,16384,1,16
reversed,1024,20260923,0,heap,0.017004587,218,16407,25626,16,1,16
reversed,1024,20260923,0,insertion,0.313750000,16,524799,525822,16,1,16
reversed,1024,20260923,0,merge,0.012683117,385,5120,20480,16384,1,16
reversed,1024,20260923,1,insertion,0.328562500,16,524799,525822,16,1,16
reversed,1024,20260923,1,merge,0.012633766,385,5120,20480,16384,1,16
reversed,1024,20260923,1,heap,0.017486239,218,16407,25626,16,1,16
reversed,1024,20260923,2,merge,0.012807792,385,5120,20480,16384,1,16
reversed,1024,20260923,2,heap,0.017600917,218,16407,25626,16,1,16
reversed,1024,20260923,2,insertion,0.325875000,16,524799,525822,16,1,16
reversed,1024,20260923,3,heap,0.017293578,218,16407,25626,16,1,16
reversed,1024,20260923,3,insertion,0.330875000,16,524799,525822,16,1,16
reversed,1024,20260923,3,merge,0.013129870,385,5120,20480,16384,1,16
reversed,1024,20260923,4,insertion,0.324000000,16,524799,525822,16,1,16
reversed,1024,20260923,4,merge,0.013254545,385,5120,20480,16384,1,16
reversed,1024,20260923,4,heap,0.018188073,218,16407,25626,16,1,16
reversed,1024,20260924,0,insertion,0.319312500,16,524799,525822,16,1,16
reversed,1024,20260924,0,merge,0.012798561,417,5120,20480,16384,1,16
reversed,1024,20260924,0,heap,0.017460432,278,16407,25626,16,1,16
reversed,1024,20260924,1,merge,0.012920863,417,5120,20480,16384,1,16
reversed,1024,20260924,1,heap,0.018399281,278,16407,25626,16,1,16
reversed,1024,20260924,1,insertion,0.327812500,16,524799,525822,16,1,16
reversed,1024,20260924,2,heap,0.017741007,278,16407,25626,16,1,16
reversed,1024,20260924,2,insertion,0.320500000,16,524799,525822,16,1,16
reversed,1024,20260924,2,merge,0.012628297,417,5120,20480,16384,1,16
reversed,1024,20260924,3,insertion,0.315562500,16,524799,525822,16,1,16
reversed,1024,20260924,3,merge,0.012952038,417,5120,20480,16384,1,16
reversed,1024,20260924,3,heap,0.017165468,278,16407,25626,16,1,16
reversed,1024,20260924,4,merge,0.012546763,417,5120,20480,16384,1,16
reversed,1024,20260924,4,heap,0.018327338,278,16407,25626,16,1,16
reversed,1024,20260924,4,insertion,0.319125000,16,524799,525822,16,1,16
few_unique,1024,20260922,0,merge,0.022172840,162,8655,20480,16384,1,16
few_unique,1024,20260922,0,heap,0.018183486,218,15834,24723,16,0,16
few_unique,1024,20260922,0,insertion,0.150342857,35,237030,236905,16,1,16
few_unique,1024,20260922,1,heap,0.018880734,218,15834,24723,16,0,16
few_unique,1024,20260922,1,insertion,0.144371429,35,237030,236905,16,1,16
few_unique,1024,20260922,1,merge,0.020938272,162,8655,20480,16384,1,16
few_unique,1024,20260922,2,insertion,0.158085714,35,237030,236905,16,1,16
few_unique,1024,20260922,2,merge,0.021722222,162,8655,20480,16384,1,16
few_unique,1024,20260922,2,heap,0.018270642,218,15834,24723,16,0,16
few_unique,1024,20260922,3,merge,0.023314815,162,8655,20480,16384,1,16
few_unique,1024,20260922,3,heap,0.018142202,218,15834,24723,16,0,16
few_unique,1024,20260922,3,insertion,0.148142857,35,237030,236905,16,1,16
few_unique,1024,20260922,4,heap,0.017949541,218,15834,24723,16,0,16
few_unique,1024,20260922,4,insertion,0.152657143,35,237030,236905,16,1,16
few_unique,1024,20260922,4,merge,0.020320988,162,8655,20480,16384,1,16
few_unique,1024,20260923,0,heap,0.018574163,209,15845,24657,16,0,16
few_unique,1024,20260923,0,insertion,0.146722222,36,232556,232433,16,1,16
few_unique,1024,20260923,0,merge,0.023012346,162,8641,20480,16384,1,16
few_unique,1024,20260923,1,insertion,0.144861111,36,232556,232433,16,1,16
few_unique,1024,20260923,1,merge,0.022586420,162,8641,20480,16384,1,16
few_unique,1024,20260923,1,heap,0.019220096,209,15845,24657,16,0,16
few_unique,1024,20260923,2,merge,0.022000000,162,8641,20480,16384,1,16
few_unique,1024,20260923,2,heap,0.018751196,209,15845,24657,16,0,16
few_unique,1024,20260923,2,insertion,0.147583333,36,232556,232433,16,1,16
few_unique,1024,20260923,3,heap,0.020301435,209,15845,24657,16,0,16
few_unique,1024,20260923,3,insertion,0.142944444,36,232556,232433,16,1,16
few_unique,1024,20260923,3,merge,0.021685185,162,8641,20480,16384,1,16
few_unique,1024,20260923,4,insertion,0.142055556,36,232556,232433,16,1,16
few_unique,1024,20260923,4,merge,0.022654321,162,8641,20480,16384,1,16
few_unique,1024,20260923,4,heap,0.019014354,209,15845,24657,16,0,16
few_unique,1024,20260924,0,insertion,0.142805556,36,233885,233758,16,1,16
few_unique,1024,20260924,0,merge,0.022653179,173,8634,20480,16384,1,16
few_unique,1024,20260924,0,heap,0.017842105,228,15731,24564,16,0,16
few_unique,1024,20260924,1,merge,0.020710983,173,8634,20480,16384,1,16
few_unique,1024,20260924,1,heap,0.017864035,228,15731,24564,16,0,16
few_unique,1024,20260924,1,insertion,0.149611111,36,233885,233758,16,1,16
few_unique,1024,20260924,2,heap,0.018000000,228,15731,24564,16,0,16
few_unique,1024,20260924,2,insertion,0.147111111,36,233885,233758,16,1,16
few_unique,1024,20260924,2,merge,0.022658960,173,8634,20480,16384,1,16
few_unique,1024,20260924,3,insertion,0.148750000,36,233885,233758,16,1,16
few_unique,1024,20260924,3,merge,0.020786127,173,8634,20480,16384,1,16
few_unique,1024,20260924,3,heap,0.019052632,228,15731,24564,16,0,16
few_unique,1024,20260924,4,merge,0.021520231,173,8634,20480,16384,1,16
few_unique,1024,20260924,4,heap,0.017596491,228,15731,24564,16,0,16
few_unique,1024,20260924,4,insertion,0.146972222,36,233885,233758,16,1,16
nearly_sorted,1024,20260922,0,merge,0.013026946,334,5122,20480,16384,1,16
nearly_sorted,1024,20260922,0,heap,0.019096774,186,18046,29880,16,1,16
nearly_sorted,1024,20260922,0,insertion,0.000728760,4096,1043,30,16,1,16
nearly_sorted,1024,20260922,1,heap,0.019387097,186,18046,29880,16,1,16
nearly_sorted,1024,20260922,1,insertion,0.000702637,4096,1043,30,16,1,16
nearly_sorted,1024,20260922,1,merge,0.013413174,334,5122,20480,16384,1,16
nearly_sorted,1024,20260922,2,insertion,0.000697266,4096,1043,30,16,1,16
nearly_sorted,1024,20260922,2,merge,0.013317365,334,5122,20480,16384,1,16
nearly_sorted,1024,20260922,2,heap,0.020983871,186,18046,29880,16,1,16
nearly_sorted,1024,20260922,3,merge,0.012595808,334,5122,20480,16384,1,16
nearly_sorted,1024,20260922,3,heap,0.019295699,186,18046,29880,16,1,16
nearly_sorted,1024,20260922,3,insertion,0.000733154,4096,1043,30,16,1,16
nearly_sorted,1024,20260922,4,heap,0.019790323,186,18046,29880,16,1,16
nearly_sorted,1024,20260922,4,insertion,0.000708984,4096,1043,30,16,1,16
nearly_sorted,1024,20260922,4,merge,0.013640719,334,5122,20480,16384,1,16
nearly_sorted,1024,20260923,0,heap,0.019800000,250,18047,29856,16,1,16
nearly_sorted,1024,20260923,0,insertion,0.000733398,4096,1043,30,16,1,16
nearly_sorted,1024,20260923,0,merge,0.013282123,358,5126,20480,16384,1,16
nearly_sorted,1024,20260923,1,insertion,0.000700195,4096,1043,30,16,1,16
nearly_sorted,1024,20260923,1,merge,0.013312849,358,5126,20480,16384,1,16
nearly_sorted,1024,20260923,1,heap,0.019200000,250,18047,29856,16,1,16
nearly_sorted,1024,20260923,2,merge,0.013315642,358,5126,20480,16384,1,16
nearly_sorted,1024,20260923,2,heap,0.020668000,250,18047,29856,16,1,16
nearly_sorted,1024,20260923,2,insertion,0.000698730,4096,1043,30,16,1,16
nearly_sorted,1024,20260923,3,heap,0.020408000,250,18047,29856,16,1,16
nearly_sorted,1024,20260923,3,insertion,0.000776367,4096,1043,30,16,1,16
nearly_sorted,1024,20260923,3,merge,0.013125698,358,5126,20480,16384,1,16
nearly_sorted,1024,20260923,4,insertion,0.000742188,4096,1043,30,16,1,16
nearly_sorted,1024,20260923,4,merge,0.012907821,358,5126,20480,16384,1,16
nearly_sorted,1024,20260923,4,heap,0.020256000,250,18047,29856,16,1,16
nearly_sorted,1024,20260924,0,insertion,0.000760986,4096,1043,30,16,1,16
nearly_sorted,1024,20260924,0,merge,0.013109091,385,5128,20480,16384,1,16
nearly_sorted,1024,20260924,0,heap,0.021000000,239,18051,29850,16,1,16
nearly_sorted,1024,20260924,1,merge,0.012644156,385,5128,20480,16384,1,16
nearly_sorted,1024,20260924,1,heap,0.019456067,239,18051,29850,16,1,16
nearly_sorted,1024,20260924,1,insertion,0.000698242,4096,1043,30,16,1,16
nearly_sorted,1024,20260924,2,heap,0.020200837,239,18051,29850,16,1,16
nearly_sorted,1024,20260924,2,insertion,0.000715332,4096,1043,30,16,1,16
nearly_sorted,1024,20260924,2,merge,0.013231169,385,5128,20480,16384,1,16
nearly_sorted,1024,20260924,3,insertion,0.000696533,4096,1043,30,16,1,16
nearly_sorted,1024,20260924,3,merge,0.013620779,385,5128,20480,16384,1,16
nearly_sorted,1024,20260924,3,heap,0.019297071,239,18051,29850,16,1,16
nearly_sorted,1024,20260924,4,merge,0.012833766,385,5128,20480,16384,1,16
nearly_sorted,1024,20260924,4,heap,0.020560669,239,18051,29850,16,1,16
nearly_sorted,1024,20260924,4,insertion,0.000681396,4096,1043,30,16,1,16
random,2048,20260922,0,merge,0.084906977,43,19911,45056,32768,1,16
random,2048,20260922,0,heap,0.052764706,68,38813,62268,16,0,16
random,2048,20260922,0,insertion,0.619625000,8,1051151,1051151,16,1,16
random,2048,20260922,1,heap,0.048500000,68,38813,62268,16,0,16
random,2048,20260922,1,insertion,0.650000000,8,1051151,1051151,16,1,16
random,2048,20260922,1,merge,0.089651163,43,19911,45056,32768,1,16
random,2048,20260922,2,insertion,0.633625000,8,1051151,1051151,16,1,16
random,2048,20260922,2,merge,0.085325581,43,19911,45056,32768,1,16
random,2048,20260922,2,heap,0.048632353,68,38813,62268,16,0,16
random,2048,20260922,3,merge,0.086860465,43,19911,45056,32768,1,16
random,2048,20260922,3,heap,0.049382353,68,38813,62268,16,0,16
random,2048,20260922,3,insertion,0.637125000,8,1051151,1051151,16,1,16
random,2048,20260922,4,heap,0.049911765,68,38813,62268,16,0,16
random,2048,20260922,4,insertion,0.662625000,8,1051151,1051151,16,1,16
random,2048,20260922,4,merge,0.082232558,43,19911,45056,32768,1,16
random,2048,20260923,0,heap,0.049642105,95,38767,62151,16,1,16
random,2048,20260923,0,insertion,0.657888889,9,1041546,1041545,16,1,16
random,2048,20260923,0,merge,0.080821429,56,19998,45056,32768,1,16
random,2048,20260923,1,insertion,0.640555556,9,1041546,1041545,16,1,16
random,2048,20260923,1,merge,0.086714286,56,19998,45056,32768,1,16
random,2048,20260923,1,heap,0.049968421,95,38767,62151,16,1,16
random,2048,20260923,2,merge,0.083339286,56,19998,45056,32768,1,16
random,2048,20260923,2,heap,0.050568421,95,38767,62151,16,1,16
random,2048,20260923,2,insertion,0.626222222,9,1041546,1041545,16,1,16
random,2048,20260923,3,heap,0.049336842,95,38767,62151,16,1,16
random,2048,20260923,3,insertion,0.654666667,9,1041546,1041545,16,1,16
random,2048,20260923,3,merge,0.085125000,56,19998,45056,32768,1,16
random,2048,20260923,4,insertion,0.636111111,9,1041546,1041545,16,1,16
random,2048,20260923,4,merge,0.083678571,56,19998,45056,32768,1,16
random,2048,20260923,4,heap,0.051326316,95,38767,62151,16,1,16
random,2048,20260924,0,insertion,0.634625000,8,1070559,1070558,16,1,16
random,2048,20260924,0,merge,0.081629630,54,19942,45056,32768,1,16
random,2048,20260924,0,heap,0.051652632,95,38651,61968,16,0,16
random,2048,20260924,1,merge,0.083129630,54,19942,45056,32768,1,16
random,2048,20260924,1,heap,0.047884211,95,38651,61968,16,0,16
random,2048,20260924,1,insertion,0.679750000,8,1070559,1070558,16,1,16
random,2048,20260924,2,heap,0.048515789,95,38651,61968,16,0,16
random,2048,20260924,2,insertion,0.645500000,8,1070559,1070558,16,1,16
random,2048,20260924,2,merge,0.085111111,54,19942,45056,32768,1,16
random,2048,20260924,3,insertion,0.652500000,8,1070559,1070558,16,1,16
random,2048,20260924,3,merge,0.080592593,54,19942,45056,32768,1,16
random,2048,20260924,3,heap,0.049884211,95,38651,61968,16,0,16
random,2048,20260924,4,merge,0.087592593,54,19942,45056,32768,1,16
random,2048,20260924,4,heap,0.050178947,95,38651,61968,16,0,16
random,2048,20260924,4,insertion,0.659125000,8,1070559,1070558,16,1,16
sorted,2048,20260922,0,merge,0.028677419,186,11264,45056,32768,1,16
sorted,2048,20260922,0,heap,0.044205357,112,40204,65592,16,1,16
sorted,2048,20260922,0,insertion,0.001216309,2048,2047,0,16,1,16
sorted,2048,20260922,1,heap,0.044633929,112,40204,65592,16,1,16
sorted,2048,20260922,1,insertion,0.001207031,2048,2047,0,16,1,16
sorted,2048,20260922,1,merge,0.028311828,186,11264,45056,32768,1,16
sorted,2048,20260922,2,insertion,0.001191406,2048,2047,0,16,1,16
sorted,2048,20260922,2,merge,0.027806452,186,11264,45056,32768,1,16
sorted,2048,20260922,2,heap,0.046151786,112,40204,65592,16,1,16
sorted,2048,20260922,3,merge,0.026564516,186,11264,45056,32768,1,16
sorted,2048,20260922,3,heap,0.043946429,112,40204,65592,16,1,16
sorted,2048,20260922,3,insertion,0.001295410,2048,2047,0,16,1,16
sorted,2048,20260922,4,heap,0.043339286,112,40204,65592,16,1,16
sorted,2048,20260922,4,insertion,0.001258789,2048,2047,0,16,1,16
sorted,2048,20260922,4,merge,0.026704301,186,11264,45056,32768,1,16
sorted,2048,20260923,0,heap,0.043533333,120,40204,65592,16,1,16
sorted,2048,20260923,0,insertion,0.001307617,2048,2047,0,16,1,16
sorted,2048,20260923,0,merge,0.026940860,186,11264,45056,32768,1,16
sorted,2048,20260923,1,insertion,0.001218750,2048,2047,0,16,1,16
sorted,2048,20260923,1,merge,0.028139785,186,11264,45056,32768,1,16
sorted,2048,20260923,1,heap,0.045300000,120,40204,65592,16,1,16
sorted,2048,20260923,2,merge,0.029946237,186,11264,45056,32768,1,16
sorted,2048,20260923,2,heap,0.043600000,120,40204,65592,16,1,16
sorted,2048,20260923,2,insertion,0.001230469,2048,2047,0,16,1,16
sorted,2048,20260923,3,heap,0.043908333,120,40204,65592,16,1,16
sorted,2048,20260923,3,insertion,0.001236328,2048,2047,0,16,1,16
sorted,2048,20260923,3,merge,0.027827957,186,11264,45056,32768,1,16
sorted,2048,20260923,4,insertion,0.001226563,2048,2047,0,16,1,16
sorted,2048,20260923,4,merge,0.027650538,186,11264,45056,32768,1,16
sorted,2048,20260923,4,heap,0.046350000,120,40204,65592,16,1,16
sorted,2048,20260924,0,insertion,0.001192871,2048,2047,0,16,1,16
sorted,2048,20260924,0,merge,0.028011173,179,11264,45056,32768,1,16
sorted,2048,20260924,0,heap,0.043786325,117,40204,65592,16,1,16
sorted,2048,20260924,1,merge,0.027709497,179,11264,45056,32768,1,16
sorted,2048,20260924,1,heap,0.045632479,117,40204,65592,16,1,16
sorted,2048,20260924,1,insertion,0.001191406,2048,2047,0,16,1,16
sorted,2048,20260924,2,heap,0.045085470,117,40204,65592,16,1,16
